0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
0,0,0,0,0,0,0.100377858425254,0.442814325447959,-0.543192183873213
